	SWPV2_iflood	SWPV2_etss	SWPV2_estofs	SWPV2_unbiasedEtss	SWPV2_cbofs	SWPV2_ensemble	SLIM2_iflood	SLIM2_etss	SLIM2_estofs	SLIM2_unbiasedEtss	SLIM2_cbofs	SLIM2_ensemble	WASD2_iflood	WASD2_etss	WASD2_estofs	WASD2_unbiasedEtss	BISM2_iflood	BISM2_etss	BISM2_estofs	BISM2_unbiasedEtss	BISM2_cbofs	BISM2_ensemble	KPTV2_iflood	KPTV2_etss	KPTV2_estofs	KPTV2_unbiasedEtss	KPTV2_cbofs	KPTV2_ensemble	BLTM2_iflood	BLTM2_etss	BLTM2_estofs	BLTM2_unbiasedEtss	BLTM2_cbofs	BLTM2_ensemble
2018-04-24 23:00:00	0.5897603287820004	-0.25	-0.018999999999999684		0.3073005005799998	0.15701520734049979	0.03471323680250005	-0.367	-0.04699999999999993	-0.817	0.28715924238	-0.023031880204375188	-0.8633335553015997	-0.565	-1.2699999999999998	-1.055	0.32118602434040033	-0.3739999999999999	-0.03300000000000014	-0.7339999999999999	0.03905742255	-0.011689138277399813	0.7963495591876	-0.10099999999999998	0.12399999999999967	-0.5609999999999999	0.6631761703900003	0.3706314323944002	-0.6211195198745103	-0.44000000000000017	-0.42500000000000004	-0.8900000000000001	-0.04185078648999996	-0.3819925765911276
2018-04-25 00:00:00	0.41857337266920025	-0.33000000000000007	-0.05699999999999994		0.16009420670000019	0.047916894842300106	-0.022259170861199884	-0.474	-0.1609999999999998	-0.9239999999999999	0.36478041192	-0.07311968973529992	-0.7140629122791	-0.6260000000000003	-0.9120000000000001	-1.1160000000000003	0.24450589931419975	-0.43400000000000016	-0.17800000000000038	-0.794	0.2180385186599998	-0.03736389550644992	0.7136502297729002	-0.2779999999999996	0.07400000000000029	-0.7379999999999995	0.5073998627499998	0.25426252313072517	-0.6211922379708898	-0.5069999999999999	-0.3989999999999998	-0.9569999999999999	-0.11362723305999989	-0.41020486775772236
2018-04-25 01:00:00	0.5524973874803001	-0.30000000000000027	-0.04600000000000026		0.03998292154000005	0.06162007725507479	-0.17428355547450014	-0.5860000000000003	-0.3230000000000002	-1.0360000000000003	0.3690463142899998	-0.17855931029612537	-0.57320310582556	-0.7060000000000002	-0.5530000000000002	-1.1960000000000002	-0.01333725091450022	-0.49200000000000044	-0.3490000000000002	-0.8520000000000003	0.27593795840999924	-0.1445998231261254	0.8795973575758005	-0.11799999999999988	0.129	-0.5779999999999998	0.6363461412000002	0.3817358746939499	-0.6014757129243	-0.622	-0.361	-1.072	-0.21515840886000004	-0.44990853044607493
2018-04-25 02:00:00	0.6505255703149002	-0.21199999999999997	0.06000000000000005		0.07978358782000017	0.14457728953372517	-0.2123710033588	-0.657	-0.41900000000000004	-1.107	0.28149032500000004	-0.2517201695896998	-0.4937427996914099	-0.8330000000000001	-0.19900000000000007	-1.323	-0.1943036023989997	-0.5870000000000002	-0.4590000000000001	-0.9470000000000001	0.11689196203999996	-0.2808529100897501	1.0325089290524798	-0.06799999999999995	0.19699999999999995	-0.528	0.6838006013200001	0.46132738259312	-0.31849121883154985	-0.618	-0.15599999999999992	-1.068	-0.22867538053999992	-0.3302916498428874
2018-04-25 03:00:00	0.8585718100681001	-0.16599999999999993	0.11300000000000021		0.12780423725000012	0.23334401182952513							-0.5277480744624998	-1.039	0.3580000000000001	-1.529	-0.19006312730169972	-0.5349999999999997	-0.4159999999999999	-0.8949999999999996	0.005899524200000172	-0.2837909007754247	1.0569032888106298	-0.11099999999999999	0.21900000000000008	-0.571	0.68155196933	0.4616138145351575	-0.11581841452269992	-0.627	0.008000000000000007	-1.077	-0.06627304193999994	-0.20027286411567502
2018-04-25 04:00:00	0.8218221501867929	-0.09499999999999986	0.15600000000000003		0.24927593088	0.2830245202666982							-0.4518506114602001	-1.149	1.005	-1.639	-0.20052698318700024	-0.7040000000000002	-0.488	-1.064	-0.14306633122	-0.3838983286017501	0.9342806018879103	-0.11599999999999999	0.253	-0.5760000000000001	0.6116672690000001	0.42073696772197755	-0.20237983178110008	-0.7749999999999999	-0.06699999999999995	-1.2249999999999999	0.23090776075999986	-0.20336801775527524
2018-04-25 05:00:00	0.7778143300761202	-0.1090000000000001	0.09999999999999987		0.21488412309000005	0.24592461329153004	-0.2606431729715999	-0.8030000000000002	-0.4850000000000001	-1.2530000000000001	0.06857923677000022	-0.37001598405040004	-0.45081171735436976	-1.1560000000000001	0.9140000000000001	-1.646	-0.1705980243395997	-0.7370000000000001	-0.5529999999999999	-1.097	-0.07366217117000007	-0.38356504887740006	1.1305823455566801	-0.1150000000000001	0.23199999999999998	-0.5750000000000002	0.5773684048800001	0.45623768760916983	-0.21487572148019995	-0.7829999999999999	-0.14500000000000002	-1.2329999999999999	0.3369569327099997	-0.2014796971925501
2018-04-25 06:00:00	0.7718697544797006	-0.16199999999999992	0.05500000000000016		0.2792779846000002	0.23603693476992516	-0.11609152056859995	-0.694	-0.3840000000000001	-1.144	0.12474282502	-0.26733717388714995	-0.7509323613484997	-1.0790000000000002	0.2749999999999999	-1.5690000000000002	-0.07330383068739965	-0.6679999999999999	-0.5229999999999999	-1.028	-0.08699786417	-0.3378254237143501	1.1266091788975001	-0.23699999999999988	0.1499999999999999	-0.6969999999999998	0.6025572769799998	0.4105416139693747	-0.19581277344270043	-0.7420000000000002	-0.16800000000000015	-1.1920000000000002	0.39288440524000023	-0.17823209205067525
2018-04-25 07:00:00	0.7702539934854	-0.31800000000000006	0.0259999999999998		0.40832456205000023	0.22164463888384978	-0.027136245887599886	-0.6880000000000001	-0.278	-1.1380000000000001	0.13717907854	-0.21398929183689996	-0.9778149384754999	-1.037	-0.29000000000000004	-1.5270000000000001	0.06979673720367008	-0.606	-0.3959999999999999	-0.966	-0.07587532104000005	-0.25201964595908244	0.8997543101758008	-0.5220000000000002	-0.03299999999999992	-0.9820000000000002	0.48944005162999993	0.20854859045145036	-0.23695197289479975	-0.772	-0.2120000000000002	-1.222	0.37580813448000017	-0.21128595960369978
2018-04-25 08:00:00	0.6126209353867997	-0.355	-0.0940000000000003		0.34202565463	0.1264116475042001	0.08784772107820005	-0.568	-0.15200000000000014	-1.018	0.19495854806000001	-0.10929843271544981	-0.9617427020223999	-0.9559999999999995	-0.5869999999999997	-1.4459999999999997	0.19263389359865002	-0.563	-0.20399999999999996	-0.9229999999999999	-0.058046689279999786	-0.15810319892033764	0.7494208157552	-0.5550000000000002	-0.1499999999999999	-1.0150000000000001	0.41344918163000033	0.11446749934630018	-0.2789710911487	-0.8679999999999999	-0.32399999999999984	-1.3179999999999998	0.3583264664300003	-0.2781611561796753
2018-04-25 09:00:00	0.5277518357244002	-0.5070000000000001	-0.19899999999999984		0.1330041453400006	-0.01131100473390001	0.2351708958911003	-0.555	-0.06099999999999994	-1.0050000000000001	0.22860961552999992	-0.038054872144724916	-0.8486615071201005	-0.9850000000000003	-0.8910000000000005	-1.4750000000000005	0.3984246720403801	-0.4610000000000002	-0.10200000000000009	-0.8210000000000002	-0.03952001707000008	-0.05102383625740514	0.8219297976141	-0.5260000000000002	-0.1280000000000001	-0.9860000000000002	0.32772169239999993	0.12391287250352478	-0.1946785432011997	-0.835	-0.30699999999999994	-1.285	0.33107359658	-0.2514012366552998
2018-04-25 10:00:00	0.5033534510402	-0.516	-0.21899999999999986		-0.03578059510999987	-0.06685678601745026	0.4093505606032999	-0.541	0.018999999999999906	-0.9910000000000001	0.32749193946	0.0537106250158248	-0.5949803878097999	-0.976	-1.198	-1.4660000000000002	0.6859963029486003	-0.533	0.020000000000000018	-0.893	0.07112757487999999	0.06103096945715003	0.7394721647714002	-0.46399999999999997	-0.04499999999999993	-0.9239999999999999	0.28489299965999937	0.12884129110784937	-0.1190278832870999	-0.8150000000000002	-0.27100000000000013	-1.2650000000000001	0.3484327775099998	-0.21414877644427488
2018-04-25 11:00:00	0.43654049564810027	-0.5049999999999999	-0.16800000000000015		-0.13462421541000014	-0.09277092994047464	0.4649298281345	-0.5760000000000001	0.04299999999999993	-1.026	0.39063078256999995	0.08064015267612512	-0.40639229771359986	-0.9199999999999999	-1.287	-1.4100000000000001	0.8320489701984999	-0.5389999999999999	0.07699999999999996	-0.8989999999999999	0.2858247408200001	0.16396842775462495	0.7698197733558008	-0.4889999999999999	-0.028999999999999915	-0.9489999999999998	0.21099377538000041	0.11570338718395057	-0.06166850378709987	-0.81	-0.258	-1.26	0.40780200908999986	-0.18046662367427513
2018-04-25 12:00:00	0.4732353873222004	-0.48099999999999987	-0.08399999999999963		-0.21944389758999971	-0.07780212756695004	0.4253385321393002	-0.702	-0.014999999999999902	-1.152	0.46378666802000046	0.04303130003982503	-0.25720545906979986	-0.8660000000000001	-0.9569999999999999	-1.356	0.6457367116477006	-0.6239999999999999	-0.07399999999999984	-0.984	0.37622893022000037	0.08099141046692493	0.7991067074686997	-0.391	0.09200000000000008	-0.851	0.31367814839999975	0.2034462139671751	0.0079397892302	-0.805	-0.22799999999999998	-1.2550000000000001	0.38967930970999975	-0.15884522526495015
2018-04-25 13:00:00	0.3124760148674004	-0.46499999999999986	-0.08999999999999986		-0.23445694094999991		0.358275308059	-0.7270000000000001	-0.1070000000000002	-1.177	0.46709692050999996		-0.12254652824299983	-0.742	-0.542	-1.232	0.38536938879880056	-0.6519999999999997	-0.22299999999999986	-1.0119999999999996	0.37201440427999977		0.6016775081002002	-0.379	0.0040000000000000036	-0.839	0.3050050626499998		0.0829787921406	-0.8320000000000001	-0.19100000000000006	-1.282	0.39489439322	
